A,EstadoA,B,EstadoB
ENGENHO VELHO,RS,TRÊS PALMEIRAS,RS
ENTRE-IJUÍS,RS,EUGÊNIO DE CASTRO,RS
ENTRE-IJUÍS,RS,SANTO ÂNGELO,RS
ENTRE-IJUÍS,RS,SÃO MIGUEL DAS MISSÕES,RS
ENTRE-IJUÍS,RS,VITÓRIA DAS MISSÕES,RS
ENTRE RIOS DO SUL,RS,NONOAI,RS
ENTRE RIOS DO SUL,RS,SÃO VALENTIM,RS
ENTRE RIOS DO SUL,RS,TRÊS PALMEIRAS,RS
ENTRE RIOS DO SUL,RS,TRINDADE DO SUL,RS
EREBANGO,RS,ERECHIM,RS
EREBANGO,RS,ESTAÇÃO,RS
EREBANGO,RS,GETÚLIO VARGAS,RS
EREBANGO,RS,IPIRANGA DO SUL,RS
EREBANGO,RS,QUATRO IRMÃOS,RS
ERECHIM,RS,GAURAMA,RS
ERECHIM,RS,GETÚLIO VARGAS,RS
ERECHIM,RS,PAULO BENTO,RS
ERECHIM,RS,QUATRO IRMÃOS,RS
ERECHIM,RS,TRÊS ARROIOS,RS
ERNESTINA,RS,MARAU,RS
ERNESTINA,RS,NICOLAU VERGUEIRO,RS
ERNESTINA,RS,PASSO FUNDO,RS
ERNESTINA,RS,SANTO ANTÔNIO DO PLANALTO,RS
ERNESTINA,RS,TIO HUGO,RS
ERNESTINA,RS,VICTOR GRAEFF,RS
ERVAL GRANDE,RS,FAXINALZINHO,RS
ERVAL GRANDE,RS,ITATIBA DO SUL,RS
ERVAL GRANDE,RS,NONOAI,RS
ERVAL GRANDE,RS,SÃO VALENTIM,RS
ERVAL GRANDE,RS,CHAPECÓ,SC
ERVAL SECO,RS,PALMITINHO,RS
ERVAL SECO,RS,REDENTORA,RS
ERVAL SECO,RS,SEBERI,RS
ERVAL SECO,RS,TAQUARUÇU DO SUL,RS
ERVAL SECO,RS,TENENTE PORTELA,RS
ESMERALDA,RS,LAGOA VERMELHA,RS
ESMERALDA,RS,MUITOS CAPÕES,RS
ESMERALDA,RS,PINHAL DA SERRA,RS
ESMERALDA,RS,VACARIA,RS
ESPERANÇA DO SUL,RS,TIRADENTES DO SUL,RS
ESPERANÇA DO SUL,RS,TRÊS PASSOS,RS
ESPUMOSO,RS,JACUIZINHO,RS
ESPUMOSO,RS,MORMAÇO,RS
ESPUMOSO,RS,SELBACH,RS
ESPUMOSO,RS,SOLEDADE,RS
ESPUMOSO,RS,TAPERA,RS
ESPUMOSO,RS,TUNAS,RS
ESPUMOSO,RS,VICTOR GRAEFF,RS
ESTAÇÃO,RS,GETÚLIO VARGAS,RS
ESTAÇÃO,RS,IPIRANGA DO SUL,RS
ESTAÇÃO,RS,SERTÃO,RS
ESTÂNCIA VELHA,RS,IVOTI,RS
ESTÂNCIA VELHA,RS,LINDOLFO COLLOR,RS
ESTÂNCIA VELHA,RS,NOVO HAMBURGO,RS
ESTÂNCIA VELHA,RS,PORTÃO,RS
ESTÂNCIA VELHA,RS,SÃO LEOPOLDO,RS
ESTEIO,RS,NOVA SANTA RITA,RS
ESTEIO,RS,SAPUCAIA DO SUL,RS
ESTRELA,RS,FAZENDA VILANOVA,RS
ESTRELA,RS,LAJEADO,RS
ESTRELA,RS,TEUTÔNIA,RS
ESTRELA VELHA,RS,IBARAMA,RS
ESTRELA VELHA,RS,JÚLIO DE CASTILHOS,RS
ESTRELA VELHA,RS,PINHAL GRANDE,RS
ESTRELA VELHA,RS,SALTO DO JACUÍ,RS
EUGÊNIO DE CASTRO,RS,JÓIA,RS
EUGÊNIO DE CASTRO,RS,SÃO MIGUEL DAS MISSÕES,RS
FAGUNDES VARELA,RS,GUAPORÉ,RS
FAGUNDES VARELA,RS,NOVA PRATA,RS
FAGUNDES VARELA,RS,VERANÓPOLIS,RS
FAGUNDES VARELA,RS,VILA FLORES,RS
FAGUNDES VARELA,RS,VISTA ALEGRE DO PRATA,RS
FARROUPILHA,RS,FLORES DA CUNHA,RS
FARROUPILHA,RS,GARIBALDI,RS
FARROUPILHA,RS,NOVA ROMA DO SUL,RS
FARROUPILHA,RS,PINTO BANDEIRA,RS
FARROUPILHA,RS,VALE REAL,RS
FAXINAL DO SOTURNO,RS,IVORÁ,RS
FAXINAL DO SOTURNO,RS,NOVA PALMA,RS
FAXINAL DO SOTURNO,RS,SÃO JOÃO DO POLÊSINE,RS
FAXINAL DO SOTURNO,RS,SILVEIRA MARTINS,RS
FAXINALZINHO,RS,NONOAI,RS
FAZENDA VILANOVA,RS,PAVERAMA,RS
FAZENDA VILANOVA,RS,TAQUARI,RS
FAZENDA VILANOVA,RS,TEUTÔNIA,RS
FELIZ,RS,LINHA NOVA,RS
FELIZ,RS,NOVA PETRÓPOLIS,RS
FELIZ,RS,SÃO JOSÉ DO HORTÊNCIO,RS
FELIZ,RS,SÃO SEBASTIÃO DO CAÍ,RS
FELIZ,RS,VALE REAL,RS
FLORES DA CUNHA,RS,NOVA PÁDUA,RS
FLORES DA CUNHA,RS,NOVA ROMA DO SUL,RS
FLORES DA CUNHA,RS,SÃO MARCOS,RS
FLORIANO PEIXOTO,RS,GETÚLIO VARGAS,RS
FLORIANO PEIXOTO,RS,SANANDUVA,RS
FONTOURA XAVIER,RS,POUSO NOVO,RS
FONTOURA XAVIER,RS,PROGRESSO,RS
FONTOURA XAVIER,RS,PUTINGA,RS
FONTOURA XAVIER,RS,SÃO JOSÉ DO HERVAL,RS
FONTOURA XAVIER,RS,SOLEDADE,RS
FORMIGUEIRO,RS,RESTINGA SECA,RS
FORMIGUEIRO,RS,SANTA MARIA,RS
FORMIGUEIRO,RS,SÃO SEPÉ,RS
FORQUETINHA,RS,LAJEADO,RS
FORQUETINHA,RS,MARQUES DE SOUZA,RS
FORQUETINHA,RS,SANTA CLARA DO SUL,RS
FORQUETINHA,RS,SÉRIO,RS
FORTALEZA DOS VALOS,RS,JACUIZINHO,RS
FORTALEZA DOS VALOS,RS,JÚLIO DE CASTILHOS,RS
FORTALEZA DOS VALOS,RS,QUINZE DE NOVEMBRO,RS
FORTALEZA DOS VALOS,RS,SALTO DO JACUÍ,RS
FREDERICO WESTPHALEN,RS,IRAÍ,RS
FREDERICO WESTPHALEN,RS,SEBERI,RS
FREDERICO WESTPHALEN,RS,TAQUARUÇU DO SUL,RS
FREDERICO WESTPHALEN,RS,VICENTE DUTRA,RS
FREDERICO WESTPHALEN,RS,VISTA ALEGRE,RS
GARIBALDI,RS,SANTA TEREZA,RS
GARRUCHOS,RS,SANTO ANTÔNIO DAS MISSÕES,RS
GARRUCHOS,RS,SÃO BORJA,RS
GARRUCHOS,RS,SÃO NICOLAU,RS
GAURAMA,RS,TRÊS ARROIOS,RS
GAURAMA,RS,VIADUTOS,RS
GENERAL CÂMARA,RS,MINAS DO LEÃO,RS
GENERAL CÂMARA,RS,SÃO JERÔNIMO,RS
GENERAL CÂMARA,RS,TAQUARI,RS
GENERAL CÂMARA,RS,TRIUNFO,RS
GENERAL CÂMARA,RS,VALE VERDE,RS
GENERAL CÂMARA,RS,VENÂNCIO AIRES,RS
GENTIL,RS,MARAU,RS
GENTIL,RS,MATO CASTELHANO,RS
GENTIL,RS,SANTO ANTÔNIO DO PALMA,RS
GETÚLIO VARGAS,RS,SERTÃO,RS
GIRUÁ,RS,INDEPENDÊNCIA,RS
GIRUÁ,RS,SANTA ROSA,RS
GIRUÁ,RS,SANTO ÂNGELO,RS
GIRUÁ,RS,SENADOR SALGADO FILHO,RS
GIRUÁ,RS,SETE DE SETEMBRO,RS
GIRUÁ,RS,TRÊS DE MAIO,RS
GLORINHA,RS,GRAVATAÍ,RS
GLORINHA,RS,SANTO ANTÔNIO DA PATRULHA,RS
GLORINHA,RS,TAQUARA,RS
GLORINHA,RS,VIAMÃO,RS
GRAMADO,RS,NOVA PETRÓPOLIS,RS
GRAMADO,RS,SANTA MARIA DO HERVAL,RS
GRAMADO,RS,TRÊS COROAS,RS
GRAMADO DOS LOUREIROS,RS,NONOAI,RS
GRAMADO DOS LOUREIROS,RS,TRINDADE DO SUL,RS
GRAMADO XAVIER,RS,LAGOÃO,RS
GRAMADO XAVIER,RS,SINIMBU,RS
GRAVATAÍ,RS,NOVO HAMBURGO,RS
GRAVATAÍ,RS,SAPUCAIA DO SUL,RS
GRAVATAÍ,RS,TAQUARA,RS
GRAVATAÍ,RS,VIAMÃO,RS
GUABIJU,RS,LAGOA VERMELHA,RS
GUABIJU,RS,NOVA ARAÇÁ,RS
GUABIJU,RS,NOVA PRATA,RS
GUABIJU,RS,PARAÍ,RS
GUABIJU,RS,SÃO JORGE,RS
GUAÍBA,RS,LAGOA DOS PATOS,RS
GUAÍBA,RS,MARIANA PIMENTEL,RS
GUAPORÉ,RS,NOVA BASSANO,RS
GUAPORÉ,RS,SERAFINA CORRÊA,RS
GUAPORÉ,RS,UNIÃO DA SERRA,RS
GUAPORÉ,RS,VISTA ALEGRE DO PRATA,RS
GUARANI DAS MISSÕES,RS,MATO QUEIMADO,RS
GUARANI DAS MISSÕES,RS,SANTO ÂNGELO,RS
GUARANI DAS MISSÕES,RS,SENADOR SALGADO FILHO,RS
GUARANI DAS MISSÕES,RS,SETE DE SETEMBRO,RS
GUARANI DAS MISSÕES,RS,UBIRETAMA,RS
GUARANI DAS MISSÕES,RS,VITÓRIA DAS MISSÕES,RS
HARMONIA,RS,PARECI NOVO,RS
HARMONIA,RS,SÃO JOSÉ DO SUL,RS
HARMONIA,RS,SÃO SEBASTIÃO DO CAÍ,RS
HARMONIA,RS,TUPANDI,RS
HERVAL,RS,JAGUARÃO,RS
HERVAL,RS,PEDRAS ALTAS,RS
HERVAL,RS,PEDRO OSÓRIO,RS
HERVAL,RS,PINHEIRO MACHADO,RS
HERVAL,RS,PIRATINI,RS
HERVEIRAS,RS,PASSA SETE,RS
HERVEIRAS,RS,SINIMBU,RS
HERVEIRAS,RS,VALE DO SOL,RS
HORIZONTINA,RS,NOVA CANDELÁRIA,RS
HORIZONTINA,RS,TRÊS DE MAIO,RS
HORIZONTINA,RS,TUCUNDUVA,RS
HUMAITÁ,RS,NOVA CANDELÁRIA,RS
HUMAITÁ,RS,SEDE NOVA,RS
HUMAITÁ,RS,TRÊS PASSOS,RS
IBARAMA,RS,LAGOA BONITA DO SUL,RS
IBARAMA,RS,NOVA PALMA,RS
IBARAMA,RS,PINHAL GRANDE,RS
IBARAMA,RS,SOBRADINHO,RS
IBIAÇÁ,RS,LAGOA VERMELHA,RS
IBIAÇÁ,RS,SANANDUVA,RS
IBIAÇÁ,RS,SANTA CECÍLIA DO SUL,RS
IBIAÇÁ,RS,TAPEJARA,RS
IBIRAIARAS,RS,LAGOA VERMELHA,RS
IBIRAIARAS,RS,MULITERNO,RS
IBIRAIARAS,RS,SÃO JORGE,RS
IBIRAPUITÃ,RS,MARAU,RS
IBIRAPUITÃ,RS,NICOLAU VERGUEIRO,RS
IBIRAPUITÃ,RS,SOLEDADE,RS
IBIRAPUITÃ,RS,TIO HUGO,RS
IBIRUBÁ,RS,QUINZE DE NOVEMBRO,RS
IBIRUBÁ,RS,SALDANHA MARINHO,RS
IBIRUBÁ,RS,SANTA BÁRBARA DO SUL,RS
IBIRUBÁ,RS,SELBACH,RS
IGREJINHA,RS,NOVA HARTZ,RS
IGREJINHA,RS,PAROBÉ,RS
IGREJINHA,RS,SANTA MARIA DO HERVAL,RS
IGREJINHA,RS,TAQUARA,RS
IGREJINHA,RS,TRÊS COROAS,RS
IJUÍ,RS,NOVA RAMADA,RS
ILÓPOLIS,RS,PUTINGA,RS
IMBÉ,RS,OSÓRIO,RS
IMBÉ,RS,TRAMANDAÍ,RS
IMIGRANTE,RS,ROCA SALES,RS
IMIGRANTE,RS,TEUTÔNIA,RS
IMIGRANTE,RS,WESTFALIA,RS
INDEPENDÊNCIA,RS,INHACORÁ,RS
INDEPENDÊNCIA,RS,TRÊS DE MAIO,RS
INHACORÁ,RS,SÃO VALÉRIO DO SUL,RS
IPÊ,RS,MUITOS CAPÕES,RS
IPÊ,RS,PROTÁSIO ALVES,RS
IPIRANGA DO SUL,RS,QUATRO IRMÃOS,RS
IPIRANGA DO SUL,RS,SERTÃO,RS
IRAÍ,RS,PLANALTO,RS
IRAÍ,RS,VICENTE DUTRA,RS
IRAÍ,RS,PALMITOS,SC
ITAARA,RS,JÚLIO DE CASTILHOS,RS
ITAARA,RS,SANTA MARIA,RS
ITAARA,RS,SÃO MARTINHO DA SERRA,RS
ITACURUBI,RS,SANTIAGO,RS
ITACURUBI,RS,SANTO ANTÔNIO DAS MISSÕES,RS
ITACURUBI,RS,SÃO BORJA,RS
ITACURUBI,RS,UNISTALDA,RS
ITAPUCA,RS,NOVA ALVORADA,RS
ITAPUCA,RS,SOLEDADE,RS
ITAPUCA,RS,UNIÃO DA SERRA,RS
ITAQUI,RS,MAÇAMBARÁ,RS
ITAQUI,RS,MANOEL VIANA,RS
ITAQUI,RS,SÃO BORJA,RS
ITAQUI,RS,URUGUAIANA,RS
ITATI,RS,MAQUINÉ,RS
ITATI,RS,SÃO FRANCISCO DE PAULA,RS
ITATI,RS,TERRA DE AREIA,RS
ITATI,RS,TRÊS FORQUILHAS,RS
ITATIBA DO SUL,RS,SÃO VALENTIM,RS
ITATIBA DO SUL,RS,PAIAL,SC
IVORÁ,RS,JÚLIO DE CASTILHOS,RS
IVORÁ,RS,NOVA PALMA,RS
IVORÁ,RS,SILVEIRA MARTINS,RS
IVOTI,RS,LINDOLFO COLLOR,RS
IVOTI,RS,MORRO REUTER,RS
IVOTI,RS,NOVO HAMBURGO,RS
IVOTI,RS,PRESIDENTE LUCENA,RS
JABOTICABA,RS,LAJEADO DO BUGRE,RS
JABOTICABA,RS,NOVO TIRADENTES,RS
JABOTICABA,RS,PINHAL,RS
JABOTICABA,RS,SEBERI,RS
JACUIZINHO,RS,SALTO DO JACUÍ,RS
JACUIZINHO,RS,TUNAS,RS
JACUTINGA,RS,PAULO BENTO,RS
JACUTINGA,RS,PONTE PRETA,RS
JACUTINGA,RS,QUATRO IRMÃOS,RS
JACUTINGA,RS,RONDA ALTA,RS
JAGUARÃO,RS,LAGOA MIRIM,RS
JAGUARI,RS,JARI,RS
JAGUARI,RS,MATA,RS
JAGUARI,RS,NOVA ESPERANÇA DO SUL,RS
JAGUARI,RS,SANTIAGO,RS
JAGUARI,RS,SÃO FRANCISCO DE ASSIS,RS
JAGUARI,RS,SÃO VICENTE DO SUL,RS
JAGUARI,RS,TOROPI,RS
JAQUIRANA,RS,SÃO FRANCISCO DE PAULA,RS
JAQUIRANA,RS,SÃO JOSÉ DOS AUSENTES,RS
JARI,RS,MATA,RS
JARI,RS,QUEVEDOS,RS
JARI,RS,SANTIAGO,RS
JARI,RS,TOROPI,RS
JARI,RS,TUPANCIRETÃ,RS
JÓIA,RS,SÃO MIGUEL DAS MISSÕES,RS
JÓIA,RS,TUPANCIRETÃ,RS
JÚLIO DE CASTILHOS,RS,NOVA PALMA,RS
JÚLIO DE CASTILHOS,RS,PINHAL GRANDE,RS
JÚLIO DE CASTILHOS,RS,QUEVEDOS,RS
JÚLIO DE CASTILHOS,RS,SALTO DO JACUÍ,RS
JÚLIO DE CASTILHOS,RS,SANTA MARIA,RS
JÚLIO DE CASTILHOS,RS,SÃO MARTINHO DA SERRA,RS
JÚLIO DE CASTILHOS,RS,SILVEIRA MARTINS,RS
JÚLIO DE CASTILHOS,RS,TUPANCIRETÃ,RS
LAGOA BONITA DO SUL,RS,PASSA SETE,RS
LAGOA BONITA DO SUL,RS,SOBRADINHO,RS
LAGOA DOS PATOS,RS,MOSTARDAS,RS
LAGOA DOS PATOS,RS,PALMARES DO SUL,RS
LAGOA DOS PATOS,RS,PELOTAS,RS
LAGOA DOS PATOS,RS,PORTO ALEGRE,RS
LAGOA DOS PATOS,RS,RIO GRANDE,RS
LAGOA DOS PATOS,RS,SÃO JOSÉ DO NORTE,RS
LAGOA DOS PATOS,RS,SÃO LOURENÇO DO SUL,RS
LAGOA DOS PATOS,RS,TAPES,RS
LAGOA DOS PATOS,RS,TAVARES,RS
LAGOA DOS PATOS,RS,TURUÇU,RS
LAGOA DOS PATOS,RS,VIAMÃO,RS
LAGOA DOS TRÊS CANTOS,RS,NÃO-ME-TOQUE,RS
LAGOA DOS TRÊS CANTOS,RS,SELBACH,RS
LAGOA DOS TRÊS CANTOS,RS,TAPERA,RS
LAGOA DOS TRÊS CANTOS,RS,VICTOR GRAEFF,RS
LAGOA MIRIM,RS,RIO GRANDE,RS
LAGOA MIRIM,RS,SANTA VITÓRIA DO PALMAR,RS
LAGOA VERMELHA,RS,MUITOS CAPÕES,RS
LAGOA VERMELHA,RS,PINHAL DA SERRA,RS
LAGOA VERMELHA,RS,SANANDUVA,RS
LAGOA VERMELHA,RS,SANTO EXPEDITO DO SUL,RS
LAGOA VERMELHA,RS,SÃO JORGE,RS
LAGOA VERMELHA,RS,TUPANCI DO SUL,RS
LAGOÃO,RS,PASSA SETE,RS
LAGOÃO,RS,SEGREDO,RS
LAGOÃO,RS,SINIMBU,RS
LAGOÃO,RS,SOLEDADE,RS
LAGOÃO,RS,TUNAS,RS
LAJEADO,RS,MARQUES DE SOUZA,RS
LAJEADO,RS,SANTA CLARA DO SUL,RS
LAJEADO DO BUGRE,RS,SAGRADA FAMÍLIA,RS
LAJEADO DO BUGRE,RS,SÃO PEDRO DAS MISSÕES,RS
LAVRAS DO SUL,RS,SANTA MARGARIDA DO SUL,RS
LAVRAS DO SUL,RS,SÃO GABRIEL,RS
LAVRAS DO SUL,RS,SÃO SEPÉ,RS
LAVRAS DO SUL,RS,VILA NOVA DO SUL,RS
LIBERATO SALZANO,RS,NONOAI,RS
LIBERATO SALZANO,RS,NOVO TIRADENTES,RS
LIBERATO SALZANO,RS,RODEIO BONITO,RS
LIBERATO SALZANO,RS,TRÊS PALMEIRAS,RS
LIBERATO SALZANO,RS,TRINDADE DO SUL,RS
LINDOLFO COLLOR,RS,PORTÃO,RS
LINDOLFO COLLOR,RS,PRESIDENTE LUCENA,RS
LINDOLFO COLLOR,RS,SÃO JOSÉ DO HORTÊNCIO,RS
LINHA NOVA,RS,NOVA PETRÓPOLIS,RS
LINHA NOVA,RS,PICADA CAFÉ,RS
LINHA NOVA,RS,PRESIDENTE LUCENA,RS
LINHA NOVA,RS,SÃO JOSÉ DO HORTÊNCIO,RS
MAÇAMBARÁ,RS,MANOEL VIANA,RS
MAÇAMBARÁ,RS,SÃO BORJA,RS
MAÇAMBARÁ,RS,SÃO FRANCISCO DE ASSIS,RS
MAÇAMBARÁ,RS,UNISTALDA,RS
MACHADINHO,RS,MAXIMILIANO DE ALMEIDA,RS
MACHADINHO,RS,PAIM FILHO,RS
MACHADINHO,RS,SÃO JOSÉ DO OURO,RS
MACHADINHO,RS,PIRATUBA,SC
MAMPITUBA,RS,MORRINHOS DO SUL,RS
MAMPITUBA,RS,TORRES,RS
MAMPITUBA,RS,TRÊS FORQUILHAS,RS
MAMPITUBA,RS,PRAIA GRANDE,SC
MANOEL VIANA,RS,SÃO FRANCISCO DE ASSIS,RS
MAQUINÉ,RS,OSÓRIO,RS
MAQUINÉ,RS,RIOZINHO,RS
MAQUINÉ,RS,SÃO FRANCISCO DE PAULA,RS
MAQUINÉ,RS,TERRA DE AREIA,RS
MAQUINÉ,RS,XANGRI-LÁ,RS
MARATÁ,RS,MONTENEGRO,RS
MARATÁ,RS,SALVADOR DO SUL,RS
MARATÁ,RS,SÃO JOSÉ DO SUL,RS
MARAU,RS,MATO CASTELHANO,RS
MARAU,RS,NICOLAU VERGUEIRO,RS
MARAU,RS,PASSO FUNDO,RS
MARAU,RS,SANTO ANTÔNIO DO PALMA,RS
MARAU,RS,SOLEDADE,RS
MARAU,RS,VILA MARIA,RS
MARCELINO RAMOS,RS,MAXIMILIANO DE ALMEIDA,RS
MARCELINO RAMOS,RS,SEVERIANO DE ALMEIDA,RS
MARCELINO RAMOS,RS,VIADUTOS,RS
MARCELINO RAMOS,RS,ALTO BELA VISTA,SC
MARIANA PIMENTEL,RS,SERTÃO SANTANA,RS
MARIANO MORO,RS,SEVERIANO DE ALMEIDA,RS
MARIANO MORO,RS,TRÊS ARROIOS,RS
MARIANO MORO,RS,CONCÓRDIA,SC
MARQUES DE SOUZA,RS,POUSO NOVO,RS
MARQUES DE SOUZA,RS,PROGRESSO,RS
MARQUES DE SOUZA,RS,TRAVESSEIRO,RS
MATA,RS,SÃO PEDRO DO SUL,RS
MATA,RS,SÃO VICENTE DO SUL,RS
MATA,RS,TOROPI,RS
MATO CASTELHANO,RS,PASSO FUNDO,RS
MATO CASTELHANO,RS,VILA LÂNGARO,RS
MATO LEITÃO,RS,SANTA CLARA DO SUL,RS
MATO LEITÃO,RS,VENÂNCIO AIRES,RS
MATO QUEIMADO,RS,ROLADOR,RS
MAXIMILIANO DE ALMEIDA,RS,PAIM FILHO,RS
MAXIMILIANO DE ALMEIDA,RS,VIADUTOS,RS
MINAS DO LEÃO,RS,RIO PARDO,RS
MINAS DO LEÃO,RS,VALE VERDE,RS
MIRAGUAÍ,RS,REDENTORA,RS
MIRAGUAÍ,RS,TENENTE PORTELA,RS
MIRAGUAÍ,RS,TRÊS PASSOS,RS
MONTAURI,RS,NOVA ALVORADA,RS
MONTAURI,RS,SERAFINA CORRÊA,RS
MONTAURI,RS,UNIÃO DA SERRA,RS
MONTAURI,RS,VILA MARIA,RS
MONTE ALEGRE DOS CAMPOS,RS,SÃO FRANCISCO DE PAULA,RS
MONTE ALEGRE DOS CAMPOS,RS,VACARIA,RS
MONTE BELO DO SUL,RS,SANTA TEREZA,RS
MONTENEGRO,RS,NOVA SANTA RITA,RS
MONTENEGRO,RS,PARECI NOVO,RS
MONTENEGRO,RS,PAVERAMA,RS
MONTENEGRO,RS,SÃO JOSÉ DO SUL,RS
MONTENEGRO,RS,TRIUNFO,RS
MORMAÇO,RS,SOLEDADE,RS
MORMAÇO,RS,TIO HUGO,RS
MORMAÇO,RS,VICTOR GRAEFF,RS
MORRINHOS DO SUL,RS,TORRES,RS
MORRINHOS DO SUL,RS,TRÊS CACHOEIRAS,RS
MORRINHOS DO SUL,RS,TRÊS FORQUILHAS,RS
MORRO REDONDO,RS,PELOTAS,RS
MORRO REUTER,RS,PICADA CAFÉ,RS
MORRO REUTER,RS,PRESIDENTE LUCENA,RS
MORRO REUTER,RS,SANTA MARIA DO HERVAL,RS
MORRO REUTER,RS,SAPIRANGA,RS
MOSTARDAS,RS,PALMARES DO SUL,RS
MOSTARDAS,RS,TAVARES,RS
MUÇUM,RS,ROCA SALES,RS
MUÇUM,RS,SANTA TEREZA,RS
MUÇUM,RS,SÃO VALENTIM DO SUL,RS
MUÇUM,RS,VESPASIANO CORREA,RS
MUITOS CAPÕES,RS,VACARIA,RS
NÃO-ME-TOQUE,RS,SANTO ANTÔNIO DO PLANALTO,RS
NÃO-ME-TOQUE,RS,VICTOR GRAEFF,RS
NICOLAU VERGUEIRO,RS,TIO HUGO,RS
NONOAI,RS,PLANALTO,RS
NONOAI,RS,RIO DOS ÍNDIOS,RS
NONOAI,RS,RODEIO BONITO,RS
NONOAI,RS,TRINDADE DO SUL,RS
NONOAI,RS,CHAPECÓ,SC
NOVA ALVORADA,RS,SOLEDADE,RS
NOVA ALVORADA,RS,UNIÃO DA SERRA,RS
NOVA ALVORADA,RS,VILA MARIA,RS
NOVA ARAÇÁ,RS,NOVA BASSANO,RS
NOVA ARAÇÁ,RS,NOVA PRATA,RS
NOVA ARAÇÁ,RS,PARAÍ,RS
NOVA ARAÇÁ,RS,SERAFINA CORRÊA,RS
NOVA BASSANO,RS,NOVA PRATA,RS
NOVA BASSANO,RS,SERAFINA CORRÊA,RS
NOVA BASSANO,RS,VISTA ALEGRE DO PRATA,RS
NOVA BOA VISTA,RS,SARANDI,RS
NOVA BRÉSCIA,RS,RELVADO,RS
NOVA BRÉSCIA,RS,TRAVESSEIRO,RS
NOVA CANDELÁRIA,RS,TRÊS DE MAIO,RS
NOVA ESPERANÇA DO SUL,RS,SANTIAGO,RS
NOVA ESPERANÇA DO SUL,RS,SÃO FRANCISCO DE ASSIS,RS
NOVA HARTZ,RS,PAROBÉ,RS
NOVA HARTZ,RS,SANTA MARIA DO HERVAL,RS
NOVA HARTZ,RS,SAPIRANGA,RS
NOVA PÁDUA,RS,NOVA ROMA DO SUL,RS
NOVA PALMA,RS,PINHAL GRANDE,RS
NOVA PETRÓPOLIS,RS,PICADA CAFÉ,RS
NOVA PETRÓPOLIS,RS,SANTA MARIA DO HERVAL,RS
NOVA PETRÓPOLIS,RS,VALE REAL,RS
NOVA PRATA,RS,PROTÁSIO ALVES,RS
NOVA PRATA,RS,VILA FLORES,RS
NOVA PRATA,RS,VISTA ALEGRE DO PRATA,RS
NOVA RAMADA,RS,PALMEIRA DAS MISSÕES,RS
NOVA RAMADA,RS,SANTO AUGUSTO,RS
NOVA ROMA DO SUL,RS,PINTO BANDEIRA,RS
NOVA ROMA DO SUL,RS,VERANÓPOLIS,RS
NOVA SANTA RITA,RS,PORTÃO,RS
NOVA SANTA RITA,RS,PORTO ALEGRE,RS
NOVA SANTA RITA,RS,SAPUCAIA DO SUL,RS
NOVA SANTA RITA,RS,TRIUNFO,RS
NOVO BARREIRO,RS,PALMEIRA DAS MISSÕES,RS
NOVO BARREIRO,RS,SÃO JOSÉ DAS MISSÕES,RS
NOVO BARREIRO,RS,SARANDI,RS
NOVO CABRAIS,RS,PARAÍSO DO SUL,RS
NOVO HAMBURGO,RS,SÃO LEOPOLDO,RS
NOVO HAMBURGO,RS,SAPIRANGA,RS
NOVO HAMBURGO,RS,SAPUCAIA DO SUL,RS
NOVO HAMBURGO,RS,TAQUARA,RS
NOVO MACHADO,RS,PORTO MAUÁ,RS
NOVO MACHADO,RS,TUCUNDUVA,RS
NOVO MACHADO,RS,TUPARENDI,RS
NOVO TIRADENTES,RS,PINHAL,RS
NOVO TIRADENTES,RS,RODEIO BONITO,RS
NOVO XINGU,RS,RONDINHA,RS
NOVO XINGU,RS,SAGRADA FAMÍLIA,RS
NOVO XINGU,RS,SÃO JOSÉ DAS MISSÕES,RS
NOVO XINGU,RS,SARANDI,RS
OSÓRIO,RS,SANTO ANTÔNIO DA PATRULHA,RS
OSÓRIO,RS,TRAMANDAÍ,RS
OSÓRIO,RS,XANGRI-LÁ,RS
PAIM FILHO,RS,SÃO JOÃO DA URTIGA,RS
PALMEIRA DAS MISSÕES,RS,SANTA BÁRBARA DO SUL,RS
PALMEIRA DAS MISSÕES,RS,SANTO AUGUSTO,RS
PALMEIRA DAS MISSÕES,RS,SÃO JOSÉ DAS MISSÕES,RS
PALMEIRA DAS MISSÕES,RS,SÃO PEDRO DAS MISSÕES,RS
PALMITINHO,RS,PINHEIRINHO DO VALE,RS
PALMITINHO,RS,TAQUARUÇU DO SUL,RS
PALMITINHO,RS,TENENTE PORTELA,RS
PALMITINHO,RS,VISTA ALEGRE,RS
PALMITINHO,RS,VISTA GAÚCHA,RS
PANAMBI,RS,PEJUÇARA,RS
PANAMBI,RS,SANTA BÁRBARA DO SUL,RS
PANTANO GRANDE,RS,RIO PARDO,RS
PANTANO GRANDE,RS,SÃO JERÔNIMO,RS
PARAÍ,RS,SÃO DOMINGOS DO SUL,RS
PARAÍ,RS,SÃO JORGE,RS
PARAÍ,RS,VANINI,RS
PARAÍSO DO SUL,RS,RESTINGA SECA,RS
PARECI NOVO,RS,SÃO JOSÉ DO SUL,RS
PARECI NOVO,RS,SÃO SEBASTIÃO DO CAÍ,RS
PAROBÉ,RS,TAQUARA,RS
PASSA SETE,RS,SEGREDO,RS
PASSA SETE,RS,SINIMBU,RS
PASSA SETE,RS,SOBRADINHO,RS
PASSA SETE,RS,VALE DO SOL,RS
